customer_id,customer_name,email,city,state,signup_date,customer_segment
C1139,Customer 140,customer140@example.com,Chennai,Tamil Nadu,2024-12-04,Regular
C1140,Customer 141,customer141@example.com,Kolkata,West Bengal,2025-04-08,Regular
C1141,Customer 142,customer142@example.com,Jaipur,Rajasthan,2024-12-13,Regular
C1142,Customer 143,customer143@example.com,Ahmedabad,Gujarat,2025-03-08,Premium
C1143,Customer 144,customer144@example.com,Lucknow,Uttar Pradesh,2025-02-06,Premium
C1144,Customer 145,customer145@example.com,Delhi,Delhi,2025-02-16,Regular
C1145,Customer 146,customer146@example.com,Noida,Uttar Pradesh,2024-03-06,VIP
C1146,Customer 147,customer147@example.com,Gurugram,Haryana,2024-02-10,Regular
C1147,Customer 148,customer148@example.com,Mumbai,Maharashtra,2024-07-17,Regular
C1148,Customer 149,customer149@example.com,Pune,Maharashtra,2024-09-11,VIP
C1149,Customer 150,customer150@example.com,Bengaluru,Karnataka,2024-11-27,Regular
C1150,Customer 151,customer151@example.com,Hyderabad,Telangana,2025-04-25,Regular
C1151,Customer 152,customer152@example.com,Chennai,Tamil Nadu,2025-04-07,Regular
C1152,Customer 153,customer153@example.com,Kolkata,West Bengal,2024-03-15,Regular
C1153,Customer 154,customer154@example.com,Jaipur,Rajasthan,2024-11-12,Regular
C1154,Customer 155,customer155@example.com,Ahmedabad,Gujarat,2025-01-09,VIP
C1155,Customer 156,customer156@example.com,Lucknow,Uttar Pradesh,2024-07-28,Regular
C1156,Customer 157,customer157@example.com,Delhi,Delhi,2024-03-31,Premium
C1157,Customer 158,customer158@example.com,Noida,Uttar Pradesh,2025-04-11,Regular
C1158,Customer 159,customer159@example.com,Gurugram,Haryana,2024-11-13,Regular
C1159,Customer 160,customer160@example.com,Mumbai,Maharashtra,2025-01-27,Regular
C1160,Customer 161,customer161@example.com,Pune,Maharashtra,2024-05-23,Premium
C1161,Customer 162,customer162@example.com,Bengaluru,Karnataka,2025-02-18,Regular
C1162,Customer 163,customer163@example.com,Hyderabad,Telangana,2024-06-16,Premium
C1163,Customer 164,customer164@example.com,Chennai,Tamil Nadu,2024-09-22,Premium
C1164,Customer 165,customer165@example.com,Kolkata,West Bengal,2025-01-11,Regular
C1165,Customer 166,customer166@example.com,Jaipur,Rajasthan,2024-10-28,Regular
C1166,Customer 167,customer167@example.com,Ahmedabad,Gujarat,2025-04-08,Premium
C1167,Customer 168,customer168@example.com,Lucknow,Uttar Pradesh,2024-07-31,Premium
C1168,Customer 169,customer169@example.com,Delhi,Delhi,2024-05-17,Regular
C1169,Customer 170,customer170@example.com,Noida,Uttar Pradesh,2024-08-14,Regular
C1170,Customer 171,customer171@example.com,Gurugram,Haryana,2025-05-12,Premium
C1171,Customer 172,customer172@example.com,Mumbai,Maharashtra,2025-01-08,Regular
C1172,Customer 173,customer173@example.com,Pune,Maharashtra,2025-03-16,Regular
C1173,Customer 174,customer174@example.com,Bengaluru,Karnataka,2024-02-03,Regular
C1174,Customer 175,customer175@example.com,Hyderabad,Telangana,2024-04-06,Regular
C1175,Customer 176,customer176@example.com,Chennai,Tamil Nadu,2025-02-16,Regular
C1176,Customer 177,customer177@example.com,Kolkata,West Bengal,2025-04-02,Regular
C1177,Customer 178,customer178@example.com,Jaipur,Rajasthan,2025-04-05,Regular
C1178,Customer 179,customer179@example.com,Ahmedabad,Gujarat,2024-10-15,Regular
C1179,Customer 180,customer180@example.com,Lucknow,Uttar Pradesh,2024-03-17,Regular
C1180,Customer 181,customer181@example.com,Delhi,Delhi,2024-12-20,Regular
C1181,Customer 182,customer182@example.com,Noida,Uttar Pradesh,2024-01-28,Regular
C1182,Customer 183,customer183@example.com,Gurugram,Haryana,2024-08-02,Premium
C1183,Customer 184,customer184@example.com,Mumbai,Maharashtra,2024-10-22,Regular
C1184,Customer 185,customer185@example.com,Pune,Maharashtra,2025-02-18,Regular
C1185,Customer 186,customer186@example.com,Bengaluru,Karnataka,2024-06-07,Premium
C1186,Customer 187,customer187@example.com,Hyderabad,Telangana,2025-01-31,Regular
C1187,Customer 188,customer188@example.com,Chennai,Tamil Nadu,2025-03-01,Regular
C1188,Customer 189,customer189@example.com,Kolkata,West Bengal,2025-03-20,Regular
C1189,Customer 190,customer190@example.com,Jaipur,Rajasthan,2024-04-28,Regular
C1190,Customer 191,customer191@example.com,Ahmedabad,Gujarat,2025-04-19,Regular
C1191,Customer 192,customer192@example.com,Lucknow,Uttar Pradesh,2024-07-27,Regular
C1192,Customer 193,customer193@example.com,Delhi,Delhi,2025-04-07,Regular
C1193,Customer 194,customer194@example.com,Noida,Uttar Pradesh,2024-09-18,Premium
C1194,Customer 195,customer195@example.com,Gurugram,Haryana,2024-02-23,VIP
C1195,Customer 196,customer196@example.com,Mumbai,Maharashtra,2024-01-26,Regular
C1196,Customer 197,customer197@example.com,Pune,Maharashtra,2025-02-22,VIP
C1197,Customer 198,customer198@example.com,Bengaluru,Karnataka,2025-02-25,VIP
C1198,Customer 199,customer199@example.com,Hyderabad,Telangana,2024-06-09,Premium
C1199,Customer 200,customer200@example.com,Chennai,Tamil Nadu,2025-02-05,Premium
C1200,Customer 201,customer201@example.com,Kolkata,West Bengal,2024-11-04,Regular
C1201,Customer 202,customer202@example.com,Jaipur,Rajasthan,2025-01-24,Regular
C1202,Customer 203,customer203@example.com,Ahmedabad,Gujarat,2024-06-10,Premium
C1203,Customer 204,customer204@example.com,Lucknow,Uttar Pradesh,2024-09-14,Regular
C1204,Customer 205,customer205@example.com,Delhi,Delhi,2025-01-27,Premium
C1205,Customer 206,customer206@example.com,Noida,Uttar Pradesh,2024-07-11,Regular
C1206,Customer 207,customer207@example.com,Gurugram,Haryana,2024-01-31,Regular
C1207,Customer 208,customer208@example.com,Mumbai,Maharashtra,2024-03-10,Regular
C1208,Customer 209,customer209@example.com,Pune,Maharashtra,2024-10-29,Regular
C1209,Customer 210,customer210@example.com,Bengaluru,Karnataka,2024-04-26,Regular
C1210,Customer 211,customer211@example.com,Hyderabad,Telangana,2025-01-03,Regular
C1211,Customer 212,customer212@example.com,Chennai,Tamil Nadu,2024-06-12,Premium
C1212,Customer 213,customer213@example.com,Kolkata,West Bengal,2024-04-27,VIP
C1213,Customer 214,customer214@example.com,Jaipur,Rajasthan,2024-05-28,VIP
C1214,Customer 215,customer215@example.com,Ahmedabad,Gujarat,2025-03-03,Regular
C1215,Customer 216,customer216@example.com,Lucknow,Uttar Pradesh,2024-08-28,Regular
C1216,Customer 217,customer217@example.com,Delhi,Delhi,2025-04-25,Premium
C1217,Customer 218,customer218@example.com,Noida,Uttar Pradesh,2025-02-28,Premium
C1218,Customer 219,customer219@example.com,Gurugram,Haryana,2024-10-03,Premium
C1219,Customer 220,customer220@example.com,Mumbai,Maharashtra,2024-09-23,Regular
C1220,Customer 221,customer221@example.com,Pune,Maharashtra,2024-03-29,Regular
C1221,Customer 222,customer222@example.com,Bengaluru,Karnataka,2025-01-02,Premium
C1222,Customer 223,customer223@example.com,Hyderabad,Telangana,2024-09-08,Regular
C1223,Customer 224,customer224@example.com,Chennai,Tamil Nadu,2025-03-06,Premium
C1224,Customer 225,customer225@example.com,Kolkata,West Bengal,2024-11-14,Premium
C1225,Customer 226,customer226@example.com,Jaipur,Rajasthan,2024-02-17,Regular
C1226,Customer 227,customer227@example.com,Ahmedabad,Gujarat,2024-09-18,Regular
C1227,Customer 228,customer228@example.com,Lucknow,Uttar Pradesh,2025-04-12,VIP
C1228,Customer 229,customer229@example.com,Delhi,Delhi,2024-03-25,Regular
C1229,Customer 230,customer230@example.com,Noida,Uttar Pradesh,2025-02-04,Premium
C1230,Customer 231,customer231@example.com,Gurugram,Haryana,2025-05-13,VIP
C1231,Customer 232,customer232@example.com,Mumbai,Maharashtra,2025-02-01,Regular
C1232,Customer 233,customer233@example.com,Pune,Maharashtra,2024-12-26,Regular
C1233,Customer 234,customer234@example.com,Bengaluru,Karnataka,2024-10-22,Premium
C1234,Customer 235,customer235@example.com,Hyderabad,Telangana,2024-03-24,Regular
C1235,Customer 236,customer236@example.com,Chennai,Tamil Nadu,2024-03-26,Regular
C1236,Customer 237,customer237@example.com,Kolkata,West Bengal,2024-08-25,Regular
C1237,Customer 238,customer238@example.com,Jaipur,Rajasthan,2024-08-20,Premium
C1238,Customer 239,customer239@example.com,Ahmedabad,Gujarat,2025-04-05,Regular
C1239,Customer 240,customer240@example.com,Lucknow,Uttar Pradesh,2025-02-03,Regular
C1240,Customer 241,customer241@example.com,Delhi,Delhi,2024-03-10,Regular
C1241,Customer 242,customer242@example.com,Noida,Uttar Pradesh,2025-04-10,Regular
C1242,Customer 243,customer243@example.com,Gurugram,Haryana,2024-12-26,Premium
C1243,Customer 244,customer244@example.com,Mumbai,Maharashtra,2024-02-13,Regular
C1244,Customer 245,customer245@example.com,Pune,Maharashtra,2025-04-05,Premium
C1245,Customer 246,customer246@example.com,Bengaluru,Karnataka,2025-01-22,Regular
C1246,Customer 247,customer247@example.com,Hyderabad,Telangana,2025-01-04,Premium
C1247,Customer 248,customer248@example.com,Chennai,Tamil Nadu,2025-03-25,Regular
C1248,Customer 249,customer249@example.com,Kolkata,West Bengal,2025-02-01,Regular
C1249,Customer 250,customer250@example.com,Jaipur,Rajasthan,2024-07-01,Regular
C1250,Customer 251,customer251@example.com,Ahmedabad,Gujarat,2025-04-25,VIP
C1251,Customer 252,customer252@example.com,Lucknow,Uttar Pradesh,2024-03-14,Regular
C1252,Customer 253,customer253@example.com,Delhi,Delhi,2025-01-03,Premium
C1253,Customer 254,customer254@example.com,Noida,Uttar Pradesh,2024-07-10,Regular
C1254,Customer 255,customer255@example.com,Gurugram,Haryana,2025-04-19,Premium
C1255,Customer 256,customer256@example.com,Mumbai,Maharashtra,2025-04-13,Regular
C1256,Customer 257,customer257@example.com,Pune,Maharashtra,2024-03-10,VIP
C1257,Customer 258,customer258@example.com,Bengaluru,Karnataka,2024-07-07,Premium
C1258,Customer 259,customer259@example.com,Hyderabad,Telangana,2025-02-27,Regular
C1259,Customer 260,customer260@example.com,Chennai,Tamil Nadu,2025-04-20,Premium
C1260,Customer 261,customer261@example.com,Kolkata,West Bengal,2025-03-14,Regular
C1261,Customer 262,customer262@example.com,Jaipur,Rajasthan,2024-11-14,Regular
C1262,Customer 263,customer263@example.com,Ahmedabad,Gujarat,2024-01-17,Regular
C1263,Customer 264,customer264@example.com,Lucknow,Uttar Pradesh,2024-12-09,Regular
C1264,Customer 265,customer265@example.com,Delhi,Delhi,2024-12-27,Regular
C1265,Customer 266,customer266@example.com,Noida,Uttar Pradesh,2025-02-16,Regular
C1266,Customer 267,customer267@example.com,Gurugram,Haryana,2024-06-06,Regular
C1267,Customer 268,customer268@example.com,Mumbai,Maharashtra,2024-08-09,VIP
C1268,Customer 269,customer269@example.com,Pune,Maharashtra,2025-01-04,Regular
C1269,Customer 270,customer270@example.com,Bengaluru,Karnataka,2025-01-25,VIP
C1270,Customer 271,customer271@example.com,Hyderabad,Telangana,2024-01-23,Regular
C1271,Customer 272,customer272@example.com,Chennai,Tamil Nadu,2025-03-15,Premium
C1272,Customer 273,customer273@example.com,Kolkata,West Bengal,2024-01-22,VIP
C1273,Customer 274,customer274@example.com,Jaipur,Rajasthan,2024-02-23,Premium
C1274,Customer 275,customer275@example.com,Ahmedabad,Gujarat,2024-03-09,Regular
C1275,Customer 276,customer276@example.com,Lucknow,Uttar Pradesh,2024-11-21,Premium
C1276,Customer 277,customer277@example.com,Delhi,Delhi,2025-03-07,Regular
C1277,Customer 278,customer278@example.com,Noida,Uttar Pradesh,2024-01-15,Regular
C1278,Customer 279,customer279@example.com,Gurugram,Haryana,2025-03-03,Regular
C1279,Customer 280,customer280@example.com,Mumbai,Maharashtra,2025-01-23,VIP
C1280,Customer 281,customer281@example.com,Pune,Maharashtra,2024-05-24,Regular
C1281,Customer 282,customer282@example.com,Bengaluru,Karnataka,2024-11-24,Regular
C1282,Customer 283,customer283@example.com,Hyderabad,Telangana,2024-03-19,Premium
C1283,Customer 284,customer284@example.com,Chennai,Tamil Nadu,2024-01-26,Premium
C1284,Customer 285,customer285@example.com,Kolkata,West Bengal,2025-04-26,Premium
C1285,Customer 286,customer286@example.com,Jaipur,Rajasthan,2024-04-29,Regular
C1286,Customer 287,customer287@example.com,Ahmedabad,Gujarat,2024-11-30,VIP
C1287,Customer 288,customer288@example.com,Lucknow,Uttar Pradesh,2025-02-04,Premium
C1288,Customer 289,customer289@example.com,Delhi,Delhi,2025-02-27,Premium
C1289,Customer 290,customer290@example.com,Noida,Uttar Pradesh,2024-12-15,Regular
C1290,Customer 291,customer291@example.com,Gurugram,Haryana,2024-08-16,Regular
C1291,Customer 292,customer292@example.com,Mumbai,Maharashtra,2024-04-10,Regular
C1292,Customer 293,customer293@example.com,Pune,Maharashtra,2024-09-26,Premium
C1293,Customer 294,customer294@example.com,Bengaluru,Karnataka,2025-01-07,Premium
C1294,Customer 295,customer295@example.com,Hyderabad,Telangana,2024-08-12,Premium
C1295,Customer 296,customer296@example.com,Chennai,Tamil Nadu,2024-03-18,Regular
C1296,Customer 297,customer297@example.com,Kolkata,West Bengal,2024-01-08,Premium
C1297,Customer 298,customer298@example.com,Jaipur,Rajasthan,2024-05-15,VIP
C1298,Customer 299,customer299@example.com,Ahmedabad,Gujarat,2025-01-09,Regular
C1299,Customer 300,customer300@example.com,Lucknow,Uttar Pradesh,2024-11-01,Premium
C1010,Customer 11,customer11@example.com,Ahmedabad,Gujarat,2024-08-13,Regular
